station_name,station_full_name,station_zone,average_delay,median_delay,total_records
BAY,BELLARY JN,SWR,15.90937771975631,3.0,9192
BAZ,BARAN,WCR,28.918312559923297,12.0,5215
BBA,BABRALA,NR,35.53457106274008,24.0,3124
BBAE,BAIDYABATI,ER,16.631083202511775,15.0,637
BBAI,BHADBHUNJA,WR,10.99067726898821,7.0,3647
BBAR,BARA,WCR,37.47701149425287,25.0,174
BBC,BHACHHBAR,NWR,3.612044817927171,3.0,1428
BBD,BABLAD,CR,75.34188817598533,60.0,1091
BBDE,BABARPUR,NR,56.03778337531486,42.0,2779
BBE,BAGHI BARDIHA,ECR,41.28946710032525,30.0,3997
BBGN,BARUA BAMUNGAON,NFR,17.582704186684968,6.0,1457
BBHT,BARABAR H,ECR,18.083112055231016,7.0,3766
BBI,BARABANI,ER,39.39067524115756,22.0,622
BBK,BARABANKI JN,NR,52.16439243258245,21.0,21619
BBKR,BABA BAKALA RAIYA,NR,49.30206896551724,40.0,725
BBL,BALRAI,NCR,43.856293706293705,36.0,2860
BBLK,BABA LAKSHMAN DAS H,NCR,8.052739726027397,0.0,1460
BBM,BARABHUM,SER,61.038440596754874,38.0,9183
BBMN,BARI BRAHMAN,NR,29.894524959742352,24.0,1242
BBN,BARABIL,SER,11.686230248306998,1.0,886
BBO,BABUGARH,NR,67.08112449799196,53.0,1245
BBPR,BABUPUR H,NER,68.29082426127528,36.0,1286
BBQ,BASIN BRIDGE JN,SR,10.757437619961612,5.0,8336
BBRI,BANSHBARI HALT,NFR,24.785467128027683,18.0,289
BBS,BHUBANESWAR,ECOR,59.66582075597703,28.0,44922
BBSN,BHUBANESHWAR NEW,ECOR,41.76672223379871,28.0,9598
BBTR,BARBATPUR,CR,38.14972527472528,31.0,728
BBU,BHABUA ROAD,ECR,44.70631924243362,20.0,16157
BBW,BODARWAR,NER,121.27400468384074,92.0,4270
BBY,BHADROLI,NCR,21.08812856402281,8.0,1929
BC,BAREILLY CITY,NER,10.295091418217757,3.0,12142
BCA,BACHWARA JN,ECR,61.35638070849338,33.0,14058
BCB,BHOWRA BH,SER,26.06900420757363,14.0,3565
BCD,BANSDIH ROAD,NER,40.6875,26.0,1712
BCGM,BAINCHIGRAM,ER,11.07945205479452,10.0,365
BCH,BERCHHA,WR,19.7466208204885,10.0,8434
BCHL,BACHELI,ECOR,30.236344537815125,15.0,952
BCHT,BARH COURT HALT,ECR,23.786301369863015,19.0,365
BCJ,BAGAHA BISHNUPUR,ECR,68.04361263736264,43.5,2912
BCK,BALICHAK,SER,44.27425259304454,30.0,3278
BCN,BACHHRAWAN,NR,55.158349101229895,33.0,8456
BCOB,BHACHAU BG,WR,25.550249861188227,13.0,5403
BCP,BICHPURI,NCR,44.544024104452625,32.0,2987
BCPR,BACHHARPUR HALT,ECR,71.1298986023568,52.0,3649
BCQ,BARACHAK,ER,28.48534406843628,18.0,7949
BCRD,BARCHI ROAD,CR,12.932279909706546,4.0,1772
BCU,BHUCHCHU,NR,17.775323686214776,9.0,3939
BCW,BHAWI,NWR,2.232365145228216,0.0,723
BCY,VARANASI CITY,NER,39.98758710801394,10.0,13776
BCYN,BUDHDEVCHAK YADAV NAGAR,ECR,37.831898613103775,22.0,4182
BD,BADNERA JN,CR,50.41876502880994,9.0,22041
BDAG,BONIDANGA,ER,26.592576607682346,15.0,2317
BDBA,BADABANDHA,ECOR,34.79341736694678,25.0,2856
BDBG,BADHAI BALAMGARH H,NR,7.919322709163347,5.0,3012
BDBP,BASUDEBPUR H,ER,30.52446633825944,19.0,3045
BDBR,BHOGDABAR HALT,NFR,24.7439446366782,18.0,289
BDBS,BINDUBASINI,ER,23.04819888381532,11.0,1971
BDC,BANDEL JN,ER,21.50407709414381,10.0,25631
BDCR,BHADRACHALAM RD,SCR,24.17347294938918,7.0,2865
BDDR,BADODAR,WR,8.226234003656307,4.0,2188
BDE,BODELI,WR,6.579410955133499,4.0,3633
BDGM,BADGAM,NR,15.743715988598082,10.0,7718
BDGP,BADANAGUPPE H,SWR,6.6785518376302795,0.0,3646
BDGU,BUDHAGUMPA,SWR,15.382433668801465,11.0,2186
BDH,BHEDIA,ER,28.787776412776413,22.0,6512
BDHA,BADHADA,WR,22.910518053375196,21.0,637
BDHL,BADHAL,NWR,19.322715842414084,13.0,2386
BDHN,BODHAN,SCR,7.537762237762238,0.0,1430
BDHP,BHUDPUR,NR,46.78563106796116,38.0,5150
BDHT,BARDI HALT,SECR,38.87980769230769,22.0,1456
BDHY,BUDHI,NR,31.73972602739726,26.0,1241
BDI,BHADLI,CR,16.33813525410164,8.0,2499
BDIN,BHADAIYAN,NR,43.15700141442716,32.0,707
BDJ,VADAKARA,SR,23.909710610932475,17.0,15550
BDKD,BHANDARKUND,SECR,32.60109289617486,16.0,1281
BDKN,BANDHUA KALAN,NR,76.0,64.0,728
BDKT,BADAKHANDIAITA,ECOR,35.634453781512605,25.0,1428
BDL,VINDHYACHAL,NCR,59.51176524030163,38.0,11007
BDLN,BORDOLONI,NFR,15.63260582010582,12.0,3024
BDM,BADAMI,SWR,33.37086312988525,26.0,6013
BDMA,BUDHMA,ECR,68.78084997439836,50.0,3906
BDME,BAIDYANATHDHAM,ER,3.281390134529148,0.0,6244
BDMJ,BHODWAL MAJRI,NR,49.3816080010391,33.0,7699
BDN,BHADAN,NCR,43.563286713286715,34.0,2860
BDNK,BODINAYAKKANUR,SR,-8.912667946257198,0.0,1042
BDNP,BIDANPUR,NCR,46.10699588477366,29.0,729
BDO,BAHALDA ROAD,SER,20.890531502991905,0.0,2841
BDPA,BADALPUR P H,SER,17.262471220260938,8.0,2606
BDPG,BADAPADAGAON PH,ECOR,49.33286615276805,46.0,1427
BDPK,BUDHAPANK,ECOR,64.62037037037037,61.0,2160
BDPL,BANDARUPALLE,SCR,43.75846294602013,33.0,1093
BDPR,BRINDABANPUR PH,SER,3.6374812593703147,0.0,3335
BDRI,BHADRAULI HALT,NCR,21.424581005586592,18.0,716
BDRL,BYADARAHALLI,SWR,12.236508810572687,7.0,3632
BDS,BARADIGHI,NFR,99.2559880239521,77.0,1336
BDSW,BUDHSINGHWALA,NWR,10.959737827715356,6.0,2136
BDT,BORDUBI ROAD,NFR,14.110864745011087,2.0,1353
BDTS,BANDRA TERMINUS,WR,8.599292376970087,0.0,15545
BDU,BADNAPUR,SCR,42.129428436466696,32.0,4234
BDUA,BASUDEOPUR CHANDAIL H,ECR,42.787695687997804,29.0,3641
BDVL,BUDVEL,SCR,40.309747835905156,25.0,5314
BDVR,BODDAVARA,ECOR,56.986149584487535,47.0,722
BDVT,BHADRAVATI,SWR,19.10886627906977,11.0,6880
BDW,BANDANWARA,NWR,18.06241426611797,15.0,1458
BDWA,BADHWA BARA,SECR,50.223247232472325,35.5,2168
BDWD,BODWAD,CR,56.75170842824601,30.0,4390
BDWL,BIRADHWAL,NWR,29.058447488584473,24.0,2190
BDWS,BADARWAS,WCR,37.36439628482972,29.0,3230
BDXT,BASAI DHANKOT,NR,33.145555857569995,20.0,7358
BDXX,BADE ARAPUR,ECOR,37.08649468892261,28.0,659
BDY,BUDDIREDDIPPATI,SR,38.48923884514436,27.0,1905
BDYK,BINDAYAKA,NWR,15.182890855457227,11.0,678
BDYR,BIDYADABRI,NFR,78.94513031550069,71.0,1458
BDZ,BADKULLA,ER,6.77428456267634,2.0,4962
BE,BAREILLY,NR,49.3150406504065,25.0,31488
BEA,BIHIYA,ECR,83.04922566371681,55.0,10848
BEAS,BEAS,NR,38.81346485601805,14.0,22607
BEB,BELDANGA,ER,10.227370227370228,6.0,9324
BEDM,BEDHAM,NCR,21.09320066334992,13.0,3015
BEE,BEBEJIA,NFR,33.43630136986302,23.0,1460
BEF,BHUPDEOPUR,SECR,57.240130387540745,45.0,2761
BEG,BEHTAGOKUL,NR,76.17073170731707,68.0,902
BEH,BAGDIHI,SER,94.70455279302551,57.0,6194
BEHI,BENNEHALLI,SWR,10.685103244837759,2.0,1356
BEHJ,BEHAJ,NCR,20.522878099895216,12.0,2863
BEHR,BEOHARI,WCR,75.4888354517348,53.0,2911
BEHS,BIHAR SHARIF,ECR,60.48137391084733,41.0,7919
BEHT,BIHAT H,ECR,86.99263690750115,75.0,2173
BEJ,BENIGANJ,NR,25.69525959367946,6.0,1329
BEK,BUNDKI,NR,49.98219178082192,38.0,1460
BELA,BELA,ECR,30.575720091889025,15.0,11318
BELD,BELKHERA,WCR,118.75085792724776,88.0,2914
BELT,BELA,ER,23.794876926155695,13.0,4997
BEM,BUDAUN,NER,21.84523291249456,14.0,4594
BEML,B E M L NAGAR H,SWR,7.335765418502203,0.0,7264
BENA,BELONIA,NFR,12.988196721311475,7.0,3050
BENL,BENAL H,SWR,26.025109170305676,17.0,916
BEO,BIROHE,NCR,57.0324942791762,46.0,2185
BEP,BHEERPUR,NCR,50.56055684454756,37.0,2155
BEQ,BELUR,ER,20.550351288056206,20.0,854
BER,BEAWAR,NWR,18.859765123852757,4.0,10133
BERO,BERO,SER,33.485837438423644,19.0,8120
BES,BES,ECR,45.74442896935933,30.0,1436
BET,BARETH,WCR,42.19642857142857,34.0,1456
BEU,BISHESHWARGANJ,NER,23.39856065798492,7.0,2918
BEW,BETAVAD,WR,18.240384615384617,7.0,2184
BEX,BELBONI PH,SER,3.583208395802099,0.0,3335
BEY,B CEMENT NAGAR,SCR,22.251141552511417,20.0,2190
BFD,BORHAT,NFR,29.000835421888052,19.0,2394
BFE,BAHAWAL BASI,NR,11.529755761953904,8.0,2907
BFF,BARABHATI,SECR,81.03975325565456,66.0,2918
BFJ,BHORAS BUDRUKH,CR,4.844014510278114,0.0,2481
BFM,BHALUI,ECR,44.23883263847528,31.0,5037
BFP,BILOCHPURA AGRA,NCR,48.3960143076137,36.0,1957
BFPA,BHOPATPUR,NER,6.4788298691301005,4.0,2598
BFQ,BENDI,ECR,89.19718792866941,79.0,2916
BFR,BEKAL FORT,SR,8.809436834094369,6.0,3285
BFT,BHABTA,ER,7.723721304873138,3.0,7449
BFV,BAHELIA BUZURG H,NER,27.05518590998043,13.0,2555
BFW,BYATRAYANAHALLI,SWR,16.570950857807503,15.0,6878
BFX,BAGHI GHAUSPUR,ECR,42.134350763072305,32.0,3997
BFZ,BHANDARTIKURI,ER,13.852674066599395,12.0,991
BG,BHONGIR,SCR,47.91686143572621,36.0,8985
BGA,BAGALIA,SER,42.392154105736786,29.0,7112
BGAE,BALAGARH,ER,17.513902205177374,13.0,2086
BGAN,BANGAIN,NER,25.434682080924855,8.0,3460
BGAR,BANGARI,ECR,29.412393162393162,18.0,3276
BGBR,BAGBAHRA,ECOR,52.46201550387597,39.0,5805
BGD,BARA GUDHA,NWR,22.950303699613475,12.0,3622
BGDI,BAGADIA PH,ECOR,32.555032925682035,21.0,2126
BGDS,BHAGWANPUR DESUA,ECR,65.82213114754099,39.0,4880
BGF,BAGILA,ER,9.2986301369863,8.0,365
BGH,BAGHAULI,NR,73.39911308203992,64.5,902
BGHI,BAGAHAI ROAD,WCR,33.23506743737958,28.0,1038
BGHT,BARKAGAON HALT,NER,25.112116991643454,6.0,1436
BGHU,BORRAGUHALLU,ECOR,50.664819944598335,43.0,722
BGK,BAGALKOT,SWR,28.14440121054907,20.0,6939
BGKA,BANGURKELA,SER,49.96402289452167,25.0,1223
BGKT,BHAGAT KI KOTHI,NWR,11.19584889995849,4.0,12045
BGLI,BARGALIA,NFR,8.485623003194888,0.0,626
BGM,BELAGAVI,SWR,16.92362067382723,7.0,10893
BGMR,BAGUMRA,WR,9.982191780821918,9.0,2190
BGMU,BANGARMAU,NR,29.291782086795937,23.0,1083
BGN,BORGAON,CR,39.02879078694818,27.5,2084
BGND,BAGINADI,NFR,12.983435047951177,9.0,2294
BGNP,BANAGANAPALLE,SCR,17.98308184727938,11.0,2187
BGNR,B.G. NAGAR,SWR,26.149891383055756,23.0,4143
BGO,BOGRI ROAD,SER,23.391590275009964,13.0,5018
BGP,BHAGALPUR,ER,28.81366205258416,12.0,24418
BGPA,BAGESHAPURA,SWR,24.141414141414142,16.0,2178
BGPL,BAGHUAPAL,ECOR,48.41019751952228,43.0,2177
BGQ,BHONGAON,NCR,30.559307359307358,4.0,2310
BGRA,BAGHNAPARA,ER,17.561946902654867,16.0,1356
BGRM,BIGGABAS RAMSARA,NWR,26.940904236383055,20.0,2809
BGRR,BAGARPUR H,NR,14.27944572748268,6.0,2165
BGS,BEGU SARAI,ECR,70.47078693196812,37.0,18947
BGSF,BISUGIRSHARIF,SCR,47.01338432122371,45.0,2092
BGTA,BAGRA TAWA,WCR,102.93177655677655,67.0,2184
BGTN,BHAGTANWALA,NR,21.729159460394328,11.0,2891
BGU,BAIRAGNIA,ECR,70.89674315321983,41.0,5404
BGUA,BAIGUDA,ECOR,48.92807745504841,33.0,723
BGVN,BHIGWAN,CR,76.57343270495397,48.0,2281
BGWD,BAGEWADI,SWR,8.022007042253522,4.0,1136
BGY,BANGRIPOSI,SER,15.861139369277721,1.0,1966
BGZ,BAHADURGARH,NR,44.57804613123762,25.0,15651
BH,BHARUCH JN,WR,19.45916635231988,10.0,31812
BHA,BHANDAI,NCR,16.612097935669706,7.0,2083
BHAD,BARHAPUR H,ECR,39.05681818181818,26.0,2376
BHAL,BHATIEL,WR,0.6416095890410959,0.0,5840
BHAN,BHOYANI,WR,1.358267716535433,0.0,254
BHAS,BHOJRAS,NWR,10.186301369863013,6.0,730
BHAT,BHATPURA,NCR,9.386577925679424,2.0,1803
BHAU,BHALUA,ER,16.0104,4.0,1250
BHB,BADLA GHAT,ECR,60.01312036508842,36.0,7012
BHBK,BODHADI BUJRUG,SCR,33.3238199780461,18.0,3644
BHBR,BATHUA BAZAR HALT,NER,38.90684931506849,0.0,730
BHBV,BLOCK HUT B,NR,11.586301369863014,2.0,730
BHC,BHADRAKH,ECOR,61.304140391636246,22.0,24104
BHCL,BAHORA CHANDIL,ECR,50.966055045871556,30.0,4360
BHD,BADLI,NR,43.95750426378624,33.0,7036
BHDH,BAHADURPUR UP,NR,28.63372093023256,18.0,516
BHDR,BHADRI,NR,47.70898716119829,42.0,701
BHET,BHESTAN,WR,16.847773401999394,11.0,6602
BHG,BHATON KI GALI,NWR,6.648858447488585,1.0,2190
BHGJ,BIHARIGANJ,ECR,10.093457943925234,3.0,1712
BHGN,BHILGAON,NFR,32.184065934065934,16.0,728
BHGP,BHAGIRATHPUR H,NER,63.281120808451995,15.0,2177
BHHT,BARHARA,ECR,19.82054794520548,11.0,1460
BHHZ,BEHTA HAZIPUR,NR,33.79250814332248,23.0,6140
BHI,BAHERI,NER,18.858988764044945,11.0,5340
BHID,BHIDI,CR,12.257907542579076,0.0,411
BHJ,BARHAJ BAZAR,NER,2.8007544581618657,0.0,2916
BHJA,BHEJA,ECOR,42.17,34.0,700
BHK,BADHARI KALAN,NER,21.864095500459136,8.0,2178
BHKD,BHURKUNDA,ECR,78.0076817558299,60.0,3645
BHKH,BAGHOIKUSA,ECR,42.89228971962617,32.0,4280
BHKL,BHAKRAULI,NR,37.90590405904059,29.0,2168
BHL,BHILWARA,NWR,21.47699559381084,10.0,9759
BHLA,BEHULA,ER,16.21976401179941,14.0,1356
BHLE,BARAHAT,ER,27.599507157944146,16.0,8522
BHLK,BHALKI,SCR,59.76938880328711,50.0,3894
BHLP,BHULANPUR,NER,39.677662244532094,11.0,5578
BHM,BAHRAM,NR,11.862176165803108,2.0,1930
BHMA,BAGHMARA H,NFR,12.683195592286502,9.0,2178
BHME,BHANDARIDAH,ECR,77.51677067082683,51.0,2564
BHMW,BHAMBEVA,NR,17.856762513312034,11.0,1878
BHN,BHULI,ECR,21.806100217864923,12.0,4590
BHNE,BHONE,WR,20.328296703296704,7.0,1456
BHNG,BHALUKPONG,NFR,-0.23754789272030652,1.0,522
BHNP,BISHANPUR HALT,NFR,49.3936573595312,40.0,2901
BHNS,BHANSI,ECOR,31.157205240174672,16.0,458
BHP,BOLPUR S NIKTN,ER,36.50789598927011,25.0,23113
BHPI,BICHHUPALI,ECOR,24.948072634597004,0.0,3139
BHR,BHADRESHWAR,ER,17.739403453689167,16.0,637
BHRB,BHAIRABI,NFR,26.061344537815128,10.0,1190
BHRL,BHAROLI,NR,32.34651120422664,22.0,5489
BHRM,BISHRAMGANJ,NFR,11.806111696522656,7.0,2847
BHS,VIDISHA,WCR,50.298126064735946,26.0,20545
BHSA,BHISA H,ECR,69.98246094820499,49.0,3649
BHT,BHATTU,NWR,31.230424429191764,15.0,7139
BHTA,BHATIYA,WR,19.777120315581854,10.0,3042
BHTH,BHAROPATTI,ECR,52.79313602015113,40.0,3176
BHTK,BHANWAR TONK,SECR,51.80091324200913,38.0,2190
BHTL,BHATEL,WR,26.982942430703623,23.0,1407
BHTN,BHITONI,WCR,102.73765093304061,76.0,3644
BHTR,BHATPAR RANI,NER,65.40592334494774,29.0,7462
BHTS,BHATASA H,NER,17.839228295819936,9.0,2177
BHUA,BHUA,NCR,32.149289099526065,12.5,2532
BHUJ,BHUJ,WR,6.8843847445430555,0.0,4169
BHV,BHOMA,SECR,16.034648187633262,11.0,1876
BHW,BARHARWA JN,ER,24.400624268435426,8.0,12815
BHWA,BECHHIWARA,NWR,5.93299678751721,2.0,2179
BHWR,BHITIHARWA ASHRAM F,ECR,37.390243902439025,0.0,984
BHX,BULLUANA,NR,12.375972540045767,7.0,4370
BHY,BHAYAVADAR,WR,15.394520547945206,12.0,2190
BHZ,BIHARA,NFR,44.0124826629681,30.0,1442
BI,BARI SADRI,NWR,-2.675342465753425,1.0,1460
BIA,BHILAI,SECR,32.491379310344826,12.0,10904
BIC,BICHIA,NER,2.601142857142857,0.0,875
BICI,BARKICHANPI,SER,8.199449793672628,8.0,727
BID,BIDADI,SWR,18.838874485282904,13.0,13114
BIDD,BIDIYAD,NWR,0.1664,0.0,625
BIDR,BIDAR,SCR,43.5433506044905,26.0,8685
BIG,BELGAHNA,SECR,52.33144154370034,30.0,5286
BIGA,BIGGA,NWR,32.952652189391245,26.0,2809
BIGH,BAGRIGRAM HALT,ECR,58.07326007326007,39.0,1092
BIGJ,BIBIGANJ,NFR,26.342560553633216,20.0,289
BIJ,BIRNAGAR,ER,7.044336960902862,3.0,4962
BIJR,BIJOOR,KR,43.12465753424657,37.0,730
BIK,BHIRA KHERI,NER,3.34624145785877,0.0,878
BILA,BHESLANA,NWR,21.958057395143488,18.0,1812
BILD,BILDI,WR,18.818873668188736,14.0,3285
BILK,BILKHA,WR,7.125445191927186,0.0,2527
BILP,BHILUPUR,WR,4.058499655884377,0.0,2906
BIM,BILIMORA JN,WR,13.444519455014115,10.0,16294
BIML,BHIMAL,NWR,8.899770642201835,6.0,4360
BINA,BINA JN,WCR,37.91268993839836,8.0,36525
BINR,BRIJ NAGAR,NCR,26.541956173169428,16.0,3742
BIO,BORDI,WR,13.594178082191782,7.0,2920
BIP,BAHILPURWA,NCR,51.634508348794064,34.0,2156
BIPR,BHEEMPURA,NWR,27.083448275862068,24.0,1450
BIQ,BANSI PAHARPUR,NCR,31.02922374429224,26.0,2190
BIR,BIR,WCR,3.849760255727224,1.0,1877
BIRD,BHIWANDI ROAD,CR,20.848827992299853,14.0,8831
BIRL,BIRAUL,ECR,75.42123287671232,45.0,1460
BIRP,BIRARAJPUR,SER,36.93453411846207,16.0,2887
BIS,BISWA BRIDGE,CR,32.940123881624224,24.0,1453
BISH,BISHENGARH,NWR,27.212413793103448,24.0,1450
BIV,BAMHNI BANJUR,SECR,13.680073126142595,3.0,2188
BIWK,BISALWAS KALAN,WR,14.372602739726027,11.0,3650
BIX,BHIND,NCR,16.57880933648046,3.0,3813
BIY,BARDOLI,WR,25.10011818335303,8.0,5923
BIYA,BANIYANA,NWR,9.078274760383387,4.0,626
BIZ,BAIHATA,NFR,23.62054794520548,16.0,2920
BJ,BAHJOI,NR,42.70288174892348,30.0,3019
BJA,BIJROTHA,NCR,42.852739726027394,35.0,1460
BJBA,BIJBIARA,NR,20.85456073980664,15.0,4758
BJD,BAREJADI,WR,6.542215785662563,4.0,6905
BJE,BHOJUDIH JN,SER,25.942071386775893,12.0,8545
BJF,BIJNI,NFR,38.603790819821874,24.0,4379
BJG,BAJRANGARH,WR,17.51095890410959,8.0,2920
BJI,BIJAULI,NCR,32.701850582590815,21.0,1459
BJIH,BIJULI HALT,ECR,77.45506257110353,61.0,7911
BJK,BIJORA,WCR,13.98904109589041,9.0,1460
BJKN,BAJEKAN,NWR,24.722999641191244,14.0,2787
BJL,BRAHMAJAN,NFR,15.001369863013698,10.0,730
BJLP,BARAI JALALPUR,NER,26.294010889292196,13.0,2204
BJM,BHAGAVATHIPURAM,SR,17.383561643835616,21.0,730
BJMA,BURJ MOHAR,NR,8.374479889042997,2.0,721
BJMD,BARA JAMDA,SER,57.753132250580045,19.0,2155
BJNR,BIJAINAGAR,NWR,27.319270909892694,15.0,6803
BJO,BIJNOR,NR,29.097399003873825,20.0,3614
BJP,VIJAYAPURA,SWR,13.307271597265382,3.0,8045
BJPD,BAJIPARA,ECOR,67.2,54.5,730
BJPL,BAIJNATHPAPROLA,NR,12.17875782881002,0.0,3832
BJQ,BAGHORA,WCR,52.1671322160149,26.0,2148
BJR,BARRAJPUR,NER,33.52460301901588,17.0,5101
BJRA,BHAJERA,NCR,54.942477876106196,37.0,1356
BJRI,BIJURI,SECR,29.532108764824994,15.0,6914
BJT,BAJPATTI,ECR,75.53713346122225,57.0,3649
BJU,BARAUNI JN,ECR,58.15163211962798,17.0,32902
BJUD,BAJUD,WR,17.99621785173979,13.0,1322
BJV,BIJAURIA,NER,11.609482049876679,7.0,3649
BJW,BAJVA,WR,9.8354802259887,7.0,4425
BJWS,BOJAWAS,NWR,21.546386946386946,9.0,4290
BJY,BANGALBAREE,NFR,30.427376637858934,18.0,3587
BK,BAKRA ROAD,NWR,24.039310344827587,21.0,1450
BKC,BHIKAMKOR,NWR,19.43646408839779,15.0,724
BKD,BHANKODA,WR,11.717877094972067,10.0,1432
BKDE,BUDHA KHERA,NR,17.957948243992607,12.0,2164
BKDR,BEGUN KUDAR,SER,15.156153296834088,3.0,4201
BKG,BANKA GHAT,ECR,51.96506597447545,32.0,9246
BKH,BANKHEDI,WCR,74.92140825035563,39.0,5624
BKHR,BAKHRI,ECR,63.59450171821306,39.0,2910
BKI,BANDIKUI JN,NWR,28.16126194804433,11.0,17053
BKJ,BARKUR,KR,36.35925432756325,27.0,3755
BKKA,BHUKARKA,NWR,14.147488584474885,11.0,2190
BKKI,BAKARKUDI,SER,40.478684531059685,13.0,821
BKKS,BAKKAS,NR,64.74450549450549,47.0,728
BKL,BONA KALU,SCR,60.07301126044315,50.0,2753
BKLA,BAKULHA,NER,71.11610076670317,34.0,1826
BKLE,BAKUDI,ER,25.429227097484855,15.0,5447
BKN,BIKANER JN,NWR,13.749388672262244,3.0,15131
BKNA,BAKAINA H,NR,13.987528868360277,6.0,2165
BKNG,BHAKTI NAGAR,WR,13.773389950460015,3.0,7065
BKNO,BIKNAPH,SER,3.553223388305847,0.0,3335
BKO,BINDKI ROAD,NCR,42.97700534759358,30.0,3740
BKP,BAKHTIYARPUR JN,ECR,58.613239751156485,36.0,31345
BKPR,BAKASPUR,SER,48.346688470973014,36.0,1223
BKPT,BHAKARAPET,SCR,49.31218457101658,41.0,1387
BKRD,BHALUKA ROAD F,NFR,29.594065077910173,19.0,8728
BKRH,BRIJ KISHOR H,NER,41.94787379972565,17.0,1458
BKRL,BAKROL,WR,8.967253376995497,7.0,2443
BKRO,BOKARO THERMAL,ECR,72.48795572916667,53.0,3072
BKS,BALIKOTIA,NFR,18.165753424657535,4.0,730
BKSA,BAKHSHA,NR,47.02828854314003,39.0,707
BKSC,BOKARO STL CITY,SER,32.29854936827328,6.0,17096
BKSL,BIKRAM SHILA,ER,33.0441647597254,19.0,4370
BKT,BAKSHI KA TALAB,NER,28.451451905626133,18.0,2204
BKTB,BINDUKURI,NFR,22.242345997786796,8.0,2711
BKTH,BAIKUNTH,SECR,45.948324681453514,38.0,4238
BKTL,BAKTAL,WR,18.017123287671232,11.0,1460
BKTS,BAKHOTI KHAS H,NER,23.749227069735486,13.0,2911
BKTU,BARI KHATU,NWR,20.869918699186993,12.0,2460
BKU,BHIKNUR,SCR,64.81180919139034,58.0,3438
BKWA,BAKAYANWALA,NR,8.264109589041096,5.0,1825
BL,VALSAD,WR,16.01273961541912,8.0,33439
BLA,BAJALTA,NR,29.904186795491142,23.0,1242
BLAX,BARLAI,WR,10.606579849211789,8.0,1459
BLC,BOLDA,SCR,44.57123287671233,39.0,1460
BLD,BHILAD,WR,16.05323352048243,12.0,9618
BLDA,BELDA,SER,60.02221661196668,31.0,7922
BLDI,BHILDI,WR,9.897792207792207,2.0,7700
BLDK,BALAUDA TAKUN,WR,11.749771271729186,7.0,4372
BLDL,BALLE DA PIR LARATH,NR,5.789550602849836,0.0,2737
BLG,BILHAR GHAT,NR,92.36111111111111,86.0,360
BLGA,BELAGULA,SWR,12.753726287262873,6.0,2952
BLGH,BISHALGARH,NFR,12.015806111696522,6.0,2847
BLGR,BALANGIR,ECOR,63.4575604752543,38.0,11699
BLGT,BALURGHAT,NFR,4.097646033129904,0.0,4588
BLH,BELGHARIA,ER,29.15412844036697,9.0,1090
BLHI,BISALEHALLI,SWR,12.327176781002638,7.0,1516
BLHR,BALAHAPUR H,ECR,29.030505243088655,23.0,1049
BLK,BELAKOBA,NFR,15.942116868798236,9.0,3628
BLKR,BALLEKERE H,SWR,14.015068493150684,8.0,2190
BLL,BANTANAHAL,SCR,37.80211081794195,26.0,3411
BLLI,BALLI,KR,18.013013698630136,10.0,1460
BLM,BALAMU JN,NR,49.60351987344275,26.0,10114
BLME,BHOLLDIH,ECR,35.11316872427984,25.0,1458
BLMK,BHALUMASKA,ECOR,48.95020746887967,40.0,723
BLMR,BHALUKMARA,NFR,25.306318681318682,25.0,728
BLND,BOLINNA DOABA,NR,23.129408960915157,14.0,4196
BLNG,BARLANGA,SER,30.73015873015873,17.0,882
BLNI,BHALWANI,CR,51.017253278122844,40.0,1449
BLNK,BELANKI,CR,28.447945205479453,10.0,730
BLNR,BIRLANAGAR,NCR,19.04236317838333,8.0,4367
BLO,BHULON,WCR,13.494063926940639,9.0,2190
BLP,BALRAMPUR,NER,65.7284898602087,42.0,5079
BLPA,BILASIPARA,NFR,104.616,79.0,125
BLPE,BALAPALLE,SCR,33.239489844119035,23.0,2117
BLPR,BADULIPAR,NFR,24.589285714285715,23.0,728
BLPU,BILPUR,NR,45.30660930778256,30.0,2557
BLQR,BILASPUR ROAD,NER,29.271857619577307,11.0,4495
BLR,BALGANUR,SWR,32.18298969072165,27.0,2328
BLRE,BELSIRI,NFR,20.811415525114157,9.0,2190
BLRG,BALASIRING,SER,41.00817661488144,26.0,1223
BLRI,BELARI HALT,ECR,18.601604278074866,3.0,748
BLRR,BELANDUR ROAD,SWR,12.805576116456946,8.0,4053
BLS,BALASORE,SER,72.07143671391115,31.0,26317
BLSA,BOLSA,SCR,48.19971671388102,29.0,2118
BLSD,BALSAMAND,NWR,16.43975903614458,7.0,2158
BLSN,BELSONDA,ECOR,31.138760407030528,25.0,2162
BLSR,BELASER,NWR,22.488430046279817,13.0,2809
BLT,BALOTRA JN,NWR,21.618964767290127,12.0,4598
BLTR,BELTHARA ROAD,NER,54.26874067271266,31.0,8711
BLU,BILHAUR,NER,34.90768755788824,18.0,6478
BLV,BHELWA,ECR,105.90027447392498,53.0,2186
BLW,BALAWALI,NR,42.057354925775975,32.5,1482
BLX,BOLAI,WR,16.993150684931507,15.0,1460
BLY,BALLY,ER,25.76742479823918,20.0,1363
BLYC,BALLY CHORD,ER,15.97716894977169,16.0,219
BLZ,BUDHLADA,NR,42.0186775440103,15.0,4658
